personName;finalWorth;country;source;category;selfMade;rank;age;gender;title;
Terry Snow;1500.00.00;Australia;Airports, real estate;Real Estate;TRUE;1905;79.00.00;M;;
Axel Stawski;1500.00.00;United States;Real estate;Real Estate;TRUE;1905;72.00.00;M;;
Thomas Steyer;1500.00.00;United States;Hedge funds;Finance & Investments;TRUE;1905;65.00.00;M;;
Sergei Studennikov & family;1500.00.00;Russia;Liquor stores, supermarkets;Fashion & Retail;TRUE;1905;56.00.00;M;;
Su Suyu & family;1500.00.00;China;Utilities, real estate;Real Estate;TRUE;1905;74.00.00;F;;
Kevin Systrom;1500.00.00;United States;Instagram;Technology;TRUE;1905;39.00.00;M;Cofounder;
Tan Lili;1500.00.00;China;Feed;Food & Beverage;TRUE;1905;;F;;
Tang Binsen;1500.00.00;China;Beverages;Food & Beverage;TRUE;1905;40.00.00;M;;
Tang Rui;1500.00.00;China;Semiconductors;Technology;TRUE;1905;;M;;
Prachak Tangkaravakoon;1500.00.00;Thailand;Paints;Manufacturing;TRUE;1905;79.00.00;M;;
Jeff Tangney;1500.00.00;United States;Healthcare IT;Healthcare;TRUE;1905;50.00.00;M;CEO;
Yuequn Tao;1500.00.00;China;Contact Lens;Fashion & Retail;TRUE;1905;63.00.00;M;;
David Teoh;1500.00.00;Australia;Telecom;Telecom;TRUE;1905;67.00.00;M;;
Carmen Thyssen;1500.00.00;Andorra;Investments, art;Manufacturing;FALSE;1905;79.00.00;F;;
Tran Ba Duong & family;1500.00.00;Vietnam;Automotive;Automotive;TRUE;1905;63.00.00;M;;
Kenny Troutt;1500.00.00;United States;Telecom;Telecom;TRUE;1905;75.00.00;M;;
Jens von Bahr;1500.00.00;Sweden;Gambling products;Gambling & Casinos;TRUE;1905;52.00.00;M;;
Wang Junmin;1500.00.00;China;Pharmaceuticals;Healthcare;TRUE;1905;54.00.00;M;;
Weng Xianding;1500.00.00;China;Medical devices;Healthcare;TRUE;1905;61.00.00;M;;
Farris Wilks;1500.00.00;United States;Natural gas;Energy;TRUE;1905;71.00.00;M;;
Gordon Wu;1500.00.00;Hong Kong;Real estate;Real Estate;TRUE;1905;87.00.00;M;;
Xiong Wu;1500.00.00;China;Software;Technology;TRUE;1905;47.00.00;M;;
Xu Zhenhua;1500.00.00;China;Online games;Media & Entertainment;TRUE;1905;;M;;
Xu Zhihan;1500.00.00;China;Electronics;Technology;TRUE;1905;50.00.00;M;;
Tingdong Yang;1500.00.00;China;Brewery;Food & Beverage;TRUE;1905;62.00.00;M;;
Michael Minhong Yu;1500.00.00;China;Education;Service;TRUE;1905;61.00.00;M;;
Justin Yuan;1500.00.00;China;Online games;Media & Entertainment;TRUE;1905;;M;;
Zhang Bangxin;1500.00.00;China;Education;Service;TRUE;1905;43.00.00;M;;
Zhang Hong;1500.00.00;China;Solar;Energy;TRUE;1905;;F;;
Zhou Zongwen & family;1500.00.00;China;Jewelry;Fashion & Retail;TRUE;1905;66.00.00;M;;
Antti Aarnio-Wihuri;1400.00.00;Finland;Diversified;Diversified;FALSE;2020;83.00.00;M;;
Alberto Alcocer;1400.00.00;Spain;Investments;Finance & Investments;TRUE;2020;80.00.00;M;;
Nigel Austin;1400.00.00;Australia;Retail;Fashion & Retail;TRUE;2020;52.00.00;M;;
Binny Bansal;1400.00.00;Singapore;Flipkart;Technology;TRUE;2020;40.00.00;M;;
Girdhari Lal Bawri;1400.00.00;India;Pharmaceuticals;Healthcare;TRUE;2020;75.00.00;M;;
John Bloor;1400.00.00;United Kingdom;Real estate, manufacturing;Diversified;TRUE;2020;79.00.00;M;;
Vladimir Bogdanov;1400.00.00;Russia;Oil;Energy;TRUE;2020;71.00.00;M;;
Amit Burman;1400.00.00;India;Consumer goods;Food & Beverage;FALSE;2020;53.00.00;M;;
Cai Jianyong;1400.00.00;China;Nickel;Metals & Mining;TRUE;2020;52.00.00;M;;
Steve Case;1400.00.00;United States;AOL;Technology;TRUE;2020;64.00.00;M;;
Chen Wenyuan & family;1400.00.00;China;Testing equipment;Technology;TRUE;2020;55.00.00;M;;
Chua Thian Poh;1400.00.00;Singapore;Real estate;Real Estate;TRUE;2020;74.00.00;M;;
Sasson Dayan & family;1400.00.00;Brazil;Banking;Finance & Investments;TRUE;2020;83.00.00;M;;
Chris Ellison;1400.00.00;Australia;Mining;Metals & Mining;TRUE;2020;65.00.00;M;;
John Farber;1400.00.00;United States;Chemicals;Manufacturing;TRUE;2020;97.00.00;M;Dr.;
J. Christopher Flowers;1400.00.00;United States;Investments;Finance & Investments;TRUE;2020;65.00.00;M;Founder and Managing Director;
Reinold Geiger;1400.00.00;Switzerland;Beauty products;Fashion & Retail;TRUE;2020;75.00.00;M;;
Ali Ghodsi;1400.00.00;United States;Data analytics;Technology;TRUE;2020;44.00.00;M;;
Lance Gokongwei;1400.00.00;Philippines;Diversified;Diversified;FALSE;2020;55.00.00;M;;
Guan Yihong;1400.00.00;China;Restaurant;Food & Beverage;TRUE;2020;53.00.00;M;;
Rajinder Gupta;1400.00.00;India;Textiles, paper;Manufacturing;TRUE;2020;64.00.00;M;;
Torstein Hagen;1400.00.00;Switzerland;Cruises;Service;TRUE;2020;80.00.00;M;;
Ayman Hariri;1400.00.00;France;Construction, investments;Construction & Engineering;FALSE;2020;44.00.00;M;;
Alfredo Harp Helu & family;1400.00.00;Mexico;Banking, investments;Finance & Investments;TRUE;2020;79.00.00;M;;
He Xiaopeng;1400.00.00;China;Electric vehicles;Automotive;TRUE;2020;45.00.00;M;;
Christoph Henkel;1400.00.00;United Kingdom;Consumer goods;Fashion & Retail;FALSE;2020;65.00.00;M;;
Daniel Hirschfeld;1400.00.00;United States;Fashion retail;Fashion & Retail;FALSE;2020;81.00.00;M;;
Drew Houston;1400.00.00;United States;Cloud storage service;Technology;TRUE;2020;40.00.00;M;CEO;
Huang Jinxiang & family;1400.00.00;China;Chemicals;Manufacturing;TRUE;2020;58.00.00;M;;
Rameshchandra Jain;1400.00.00;India;Textiles;Manufacturing;TRUE;2020;74.00.00;M;;
Ke Zunhong & family;1400.00.00;China;Pharmaceuticals;Healthcare;TRUE;2020;68.00.00;M;;
Kim Taek-jin;1400.00.00;South Korea;Online games;Media & Entertainment;TRUE;2020;56.00.00;M;;
Koh Wee Meng;1400.00.00;Singapore;Real estate, hotels;Real Estate;TRUE;2020;59.00.00;M;;
Sergei Kolesnikov;1400.00.00;Russia;Building materials;Manufacturing;TRUE;2020;51.00.00;M;;
Hemendra Kothari;1400.00.00;India;Financial services;Finance & Investments;FALSE;2020;76.00.00;M;;
Sebastian Kulczyk;1400.00.00;Switzerland;Diversified;Finance & Investments;FALSE;2020;42.00.00;M;;
Kwee Liong Keng;1400.00.00;Singapore;Real estate;Real Estate;FALSE;2020;77.00.00;M;;
Kwee Liong Phing;1400.00.00;Singapore;Real estate;Real Estate;FALSE;2020;65.00.00;M;;
Kwee Liong Seen;1400.00.00;Singapore;Real estate;Real Estate;FALSE;2020;70.00.00;M;;
Kwee Liong Tek;1400.00.00;Singapore;Real estate;Real Estate;FALSE;2020;76.00.00;M;;
Kwek Leng Keow;1400.00.00;Singapore;Diversified;Diversified;FALSE;2020;71.00.00;M;;
Kwek Leng Peck;1400.00.00;Singapore;Diversified;Diversified;FALSE;2020;67.00.00;M;;
Raymond Kwok;1400.00.00;Hong Kong;Real estate;Real Estate;FALSE;2020;69.00.00;M;;
Lee Ho-jin;1400.00.00;South Korea;Diversified;Diversified;FALSE;2020;60.00.00;M;;
Michael Lee-Chin;1400.00.00;Canada;Mutual funds;Finance & Investments;TRUE;2020;72.00.00;M;;
Manfredi Lefebvre d'Ovidio & family;1400.00.00;Monaco;Cruises;Service;FALSE;2020;69.00.00;M;;
Bernard Lewis & family;1400.00.00;United Kingdom;Fashion retailer;Fashion & Retail;TRUE;2020;97.00.00;M;;
Li Jinyang;1400.00.00;China;Mining;Metals & Mining;FALSE;2020;;F;;
William Li;1400.00.00;China;Electric vehicles;Automotive;TRUE;2020;48.00.00;M;;
Jenny Lindén Urnes;1400.00.00;Sweden;Powdered metal;Manufacturing;FALSE;2020;52.00.00;F;;
Liu Fangyi;1400.00.00;China;Medical equipment;Healthcare;TRUE;2020;53.00.00;M;;
K.C. Liu;1400.00.00;Taiwan;Manufacturing;Technology;TRUE;2020;69.00.00;M;;
Liu Ming Chung;1400.00.00;Hong Kong;Paper;Manufacturing;TRUE;2020;60.00.00;M;;
Anatoly Lomakin;1400.00.00;Russia;Investments;Metals & Mining;TRUE;2020;70.00.00;M;;
Brandt Louie;1400.00.00;Canada;Drugstores;Food & Beverage;FALSE;2020;79.00.00;M;;
Lucia Maggi & family;1400.00.00;Brazil;Agribusiness;Diversified;TRUE;2020;90.00.00;F;Philanthropist;
Gary Magness;1400.00.00;United States;Cable TV, investments;Media & Entertainment;FALSE;2020;69.00.00;M;;
Mao Lixiang & family;1400.00.00;China;Cooking appliances;Technology;TRUE;2020;82.00.00;M;;
David McMurtry;1400.00.00;United Kingdom;Manufacturing;Manufacturing;TRUE;2020;82.00.00;M;;
Deepak Mehta;1400.00.00;India;Chemicals;Manufacturing;FALSE;2020;66.00.00;M;;
Miao Shouliang;1400.00.00;China;Real estate;Real Estate;TRUE;2020;68.00.00;M;;
Miao Yongjun;1400.00.00;China;Clinical diagnostics;Healthcare;TRUE;2020;55.00.00;M;;
Yoshiko Mori;1400.00.00;Japan;Real estate;Real Estate;FALSE;2020;82.00.00;F;;
Marius Nacht;1400.00.00;Israel;Software;Technology;TRUE;2020;57.00.00;M;;
Tadako Nakatani;1400.00.00;Japan;Medical diagnostic equipment;Healthcare;FALSE;2020;;F;;
Vadim Novinsky;1400.00.00;Ukraine;Steel;Metals & Mining;TRUE;2020;59.00.00;M;;
Niti Osathanugrah;1400.00.00;Thailand;Energy drinks,investments;Finance & Investments;FALSE;2020;49.00.00;M;;
Gretel Packer;1400.00.00;Australia;Investments;Finance & Investments;FALSE;2020;57.00.00;F;;
Pan Longquan;1400.00.00;China;Manufacturing;Manufacturing;TRUE;2020;58.00.00;M;;
Pan Shiyi;1400.00.00;China;Real estate;Real Estate;TRUE;2020;60.00.00;M;;
David Paul;1400.00.00;United States;Medical devices;Healthcare;TRUE;2020;56.00.00;M;Founder and Executive Chairman;
Tom Persson;1400.00.00;Sweden;H&M;Fashion & Retail;FALSE;2020;38.00.00;M;;
Qian Jinghong;1400.00.00;China;Electric scooters;Automotive;TRUE;2020;50.00.00;F;;
Qin Long;1400.00.00;China;Tire;Manufacturing;TRUE;2020;57.00.00;M;;
M.Satyanarayana Reddy;1400.00.00;India;Pharmaceuticals;Healthcare;TRUE;2020;65.00.00;M;;
Mochtar Riady & family;1400.00.00;Indonesia;Diversified;Diversified;TRUE;2020;93.00.00;M;;
Rihanna;1400.00.00;United States;Music, cosmetics;Fashion & Retail;TRUE;2020;35.00.00;F;Musician;
Boris Rotenberg;1400.00.00;Russia;Construction, pipes, chemicals;Construction & Engineering;TRUE;2020;66.00.00;M;;
Subhash Runwal;1400.00.00;India;Real estate;Real Estate;TRUE;2020;79.00.00;M;;
Igor Rybakov;1400.00.00;Russia;Building materials;Manufacturing;TRUE;2020;50.00.00;M;;
Carlos Sanchez;1400.00.00;Brazil;Generic drugs;Healthcare;FALSE;2020;61.00.00;M;;
Martin Selig;1400.00.00;United States;Real estate;Real Estate;TRUE;2020;85.00.00;M;;
Airat Shaimiev;1400.00.00;Russia;Refinery, chemicals;Energy;TRUE;2020;61.00.00;M;;
Radik Shaimiev;1400.00.00;Russia;Refinery, chemicals;Energy;TRUE;2020;58.00.00;M;;
Nobutoshi Shimamura;1400.00.00;Japan;Retail;Fashion & Retail;TRUE;2020;97.00.00;M;;
Jared Smith;1400.00.00;United States;Cloud computing;Technology;TRUE;2020;48.00.00;M;;
Charlotte Soderstrom;1400.00.00;Sweden;H&M;Fashion & Retail;FALSE;2020;46.00.00;F;;
Anand Surana;1400.00.00;India;Pharmaceuticals;Healthcare;FALSE;2020;52.00.00;M;;
Dilip Surana;1400.00.00;India;Pharmaceuticals;Healthcare;FALSE;2020;57.00.00;M;;
Wilma Tisch;1400.00.00;United States;Diversified;Finance & Investments;FALSE;2020;95.00.00;F;;
Jianyi Wang;1400.00.00;China;Fiber optic cables;Technology;TRUE;2020;60.00.00;M;;
Wang Jilei;1400.00.00;China;Logistics;Logistics;TRUE;2020;58.00.00;M;;
Shuifu Wang;1400.00.00;China;Manufacturing;Manufacturing;TRUE;2020;68.00.00;M;;
Wang Yanqing & family;1400.00.00;China;Carbon fiber products;Manufacturing;FALSE;2020;76.00.00;F;;
Wang Zelong;1400.00.00;China;Chemicals;Metals & Mining;FALSE;2020;26.00.00;M;;
Werner O. Weber;1400.00.00;Switzerland;Electronic components;Manufacturing;TRUE;2020;84.00.00;M;;
Anne Werninghaus;1400.00.00;Brazil;Industrial machinery;Manufacturing;FALSE;2020;37.00.00;F;;
Alfred West; Jr.;1400.00.00;United States;Money management;Finance & Investments;TRUE;2020;80.00.00;M;
Bo Wu;1400.00.00;China;Machinery;Manufacturing;TRUE;2020;68.00.00;M;;
Wu Chaoqun;1400.00.00;China;Chemicals;Manufacturing;TRUE;2020;53.00.00;M;;
Swift Xie;1400.00.00;China;Drones;Technology;TRUE;2020;43.00.00;M;Chief Marketing Officer;
Xu Guozhong & family;1400.00.00;China;Motors;Manufacturing;TRUE;2020;59.00.00;M;;
Yao Kuizhang;1400.00.00;China;Beverages;Food & Beverage;TRUE;2020;58.00.00;M;;
Yu Peidi;1400.00.00;China;Real estate;Real Estate;TRUE;2020;63.00.00;M;;
Yuan Liping;1400.00.00;China;Pharmaceuticals;Healthcare;FALSE;2020;52.00.00;F;;
Zhang Chuanwei & family;1400.00.00;China;Machinery;Manufacturing;TRUE;2020;60.00.00;M;;
Zhang Keqiang;1400.00.00;China;Real estate;Real Estate;TRUE;2020;62.00.00;M;;
Zhang Xin;1400.00.00;China;Real estate;Real Estate;TRUE;2020;57.00.00;F;Cofounder, CEO;
Xinghai Zhang & family;1400.00.00;China;Machinery;Manufacturing;TRUE;2020;60.00.00;M;;
Zheng Jianjiang & family;1400.00.00;China;Electrical equipment;Manufacturing;TRUE;2020;62.00.00;M;;
Zhong Sheng Jian;1400.00.00;Singapore;Real estate;Real Estate;TRUE;2020;65.00.00;M;;
Zhou Chengjian;1400.00.00;China;Fashion retail;Fashion & Retail;TRUE;2020;57.00.00;M;;
Boris Zingarevich;1400.00.00;Russia;Pulp and paper, diversified;Diversified;TRUE;2020;63.00.00;M;;
A. Jayson Adair;1300.00.00;United States;Damaged cars;Automotive;TRUE;2133;53.00.00;M;;
Soegiarto Adikoesoemo;1300.00.00;Indonesia;Chemicals;Logistics;TRUE;2133;85.00.00;M;;
Rajendra Agarwal;1300.00.00;India;Pharmaceuticals;Healthcare;TRUE;2133;64.00.00;M;;
Chirayu Amin;1300.00.00;India;Pharmaceuticals;Healthcare;FALSE;2133;76.00.00;M;;
Anant Asavabhokhin;1300.00.00;Thailand;Real estate;Real Estate;TRUE;2133;72.00.00;M;;
Roman Avdeev;1300.00.00;Russia;Banking, development;Finance & Investments;TRUE;2133;55.00.00;M;;
Ziv Aviram;1300.00.00;Israel;Automotive technology;Automotive;TRUE;2133;64.00.00;M;;
Sachin Bansal;1300.00.00;India;Flipkart;Fashion & Retail;TRUE;2133;41.00.00;M;;
Kiki Barki;1300.00.00;Indonesia;Coal;Energy;TRUE;2133;83.00.00;M;;
Elena Baturina;1300.00.00;United Kingdom;Investments, real estate;Construction & Engineering;TRUE;2133;60.00.00;F;;
Banwari Lal Bawri;1300.00.00;India;Pharmaceuticals;Healthcare;TRUE;2133;70.00.00;M;;
Othman Benjelloun & family;1300.00.00;Morocco;Banking, insurance;Finance & Investments;FALSE;2133;90.00.00;M;;
Hari Bhartia;1300.00.00;India;Diversified;Diversified;FALSE;2133;66.00.00;M;;
Shyam Bhartia;1300.00.00;India;Pharmaceuticals, food;Healthcare;FALSE;2133;70.00.00;M;;
Stewart Butterfield;1300.00.00;United States;Messaging software;Technology;TRUE;2133;50.00.00;M;Cofounder and CEO;
Cai Mingtong;1300.00.00;China;Electronic components;Technology;TRUE;2133;71.00.00;M;;
Anthony Casalena;1300.00.00;United States;Software;Technology;TRUE;2133;40.00.00;M;;
Chang Jianming & family;1300.00.00;China;Industrial equipment;Manufacturing;TRUE;2133;58.00.00;M;;
Richard Chang;1300.00.00;Taiwan;Real estate, electronics;Real Estate;TRUE;2133;76.00.00;M;;
Chen Xuehua;1300.00.00;China;Minerals processing;Metals & Mining;TRUE;2133;62.00.00;M;;
Chen Yin;1300.00.00;China;Power tools;Manufacturing;TRUE;2133;50.00.00;M;;
Chin Jong Hwa;1300.00.00;Taiwan;Auto parts;Automotive;TRUE;2133;64.00.00;M;;
R. Marcelo Claure;1300.00.00;United States;Cell phone distribution;Telecom;TRUE;2133;52.00.00;M;;
Alberto Cortina;1300.00.00;Spain;Investments;Finance & Investments;TRUE;2133;77.00.00;M;;
Eduardo Costantini;1300.00.00;Argentina;Real estate;Real Estate;TRUE;2133;76.00.00;M;;
Wenjun Dai;1300.00.00;China;Food;Food & Beverage;TRUE;2133;54.00.00;M;;
Anand Deshpande;1300.00.00;India;Technology;Technology;TRUE;2133;60.00.00;M;;
Aydin Dogan;1300.00.00;Turkey;Media;Media & Entertainment;TRUE;2133;86.00.00;M;;
Annalisa Doris;1300.00.00;Italy;Financial services;Finance & Investments;FALSE;2133;52.00.00;F;;
Massimo Doris;1300.00.00;Italy;Financial services;Finance & Investments;FALSE;2133;55.00.00;M;;
Weimin Du;1300.00.00;China;Vaccines;Healthcare;TRUE;2133;59.00.00;M;;
Timothy Dunn & family;1300.00.00;United States;Energy;Energy;TRUE;2133;67.00.00;M;;
Keiko Erikawa;1300.00.00;Japan;Video games;Media & Entertainment;TRUE;2133;74.00.00;F;;
Yoichi Erikawa;1300.00.00;Japan;Video games;Media & Entertainment;TRUE;2133;72.00.00;M;;
Philip Fayer;1300.00.00;Canada;Online payments;Finance & Investments;TRUE;2133;45.00.00;M;;
Marvy Finger;1300.00.00;United States;Real estate;Real Estate;TRUE;2133;87.00.00;M;;
Simona Giorgetta;1300.00.00;Italy;Chemical products;Construction & Engineering;FALSE;2133;45.00.00;F;;
Joel Greenberg;1300.00.00;United States;Trading, investments;Finance & Investments;TRUE;2133;65.00.00;M;;
He Zhiping;1300.00.00;China;Investments;Finance & Investments;TRUE;2133;59.00.00;M;;
Heikki Herlin;1300.00.00;Finland;Elevators, escalators;Manufacturing;FALSE;2133;36.00.00;M;;
Hoi Kin Hong;1300.00.00;China;Real estate;Real Estate;TRUE;2133;70.00.00;M;;
Lillyn Teh Li Hua;1300.00.00;;Finance;Finance & Investments;FALSE;2133;;F;;
Gregg Hymowitz;1300.00.00;United States;Asset management;Finance & Investments;TRUE;2133;57.00.00;M;;
Mitchell Jacobson;1300.00.00;United States;Industrial equipment;Service;FALSE;2133;72.00.00;M;;
Anurang Jain;1300.00.00;India;Auto parts;Manufacturing;TRUE;2133;61.00.00;M;;
Jiang Guiting & family;1300.00.00;China;Manufacturing;Manufacturing;TRUE;2133;64.00.00;M;;
Jin Xin;1300.00.00;China;Manufacturing;Manufacturing;TRUE;2133;56.00.00;M;;
Conni Jonsson;1300.00.00;Sweden;Asset management;Finance & Investments;TRUE;2133;62.00.00;M;;
George Joseph;1300.00.00;United States;Insurance;Finance & Investments;TRUE;2133;101.00.00;M;;
Laurent Junique;1300.00.00;Singapore;Call centers;Technology;TRUE;2133;57.00.00;M;;
Zbigniew Juroszek & family;1300.00.00;Poland;Real estate, gambling;Diversified;TRUE;2133;60.00.00;M;;
Alexander Karp;1300.00.00;United States;Software firm;Technology;TRUE;2133;55.00.00;M;Cofounder and CEO;
Joe Kiani;1300.00.00;United States;Medical devices;Healthcare;TRUE;2133;58.00.00;M;Chairman and CEO;
Seth Klarman;1300.00.00;United States;Investments;Finance & Investments;TRUE;2133;65.00.00;M;Investor;
Kagemasa Kozuki;1300.00.00;Japan;Video games;Technology;TRUE;2133;82.00.00;M;;
Michael Krasny;1300.00.00;United States;Retail;Technology;TRUE;2133;69.00.00;M;Investor;
Eduard Kucera;1300.00.00;Czech Republic;Software;Technology;TRUE;2133;70.00.00;M;;
Kristo Käärmann;1300.00.00;United Kingdom;Payments, banking;Finance & Investments;TRUE;2133;42.00.00;M;Cofounder;
Gary Lauder;1300.00.00;United States;Estée Lauder;Fashion & Retail;FALSE;2133;60.00.00;M;;
Lee Hae-jin;1300.00.00;South Korea;Internet;Technology;TRUE;2133;55.00.00;M;;
Art Levinson;1300.00.00;United States;Genentech, Apple;Diversified;TRUE;2133;73.00.00;M;;
Li Denghai;1300.00.00;China;Seed production;Food & Beverage;TRUE;2133;73.00.00;M;;
Fengluan Li;1300.00.00;China;Steel, diversified;Diversified;TRUE;2133;61.00.00;F;;
Li Yongqing;1300.00.00;China;Petro Firbe;Manufacturing;TRUE;2133;58.00.00;M;;
Li Zhigang;1300.00.00;China;Machinery;Manufacturing;TRUE;2133;46.00.00;M;;
Liu Gexin & family;1300.00.00;China;Pharmaceuticals;Healthcare;TRUE;2133;71.00.00;M;;
Itamar Locks & family;1300.00.00;Brazil;Agribusiness;Food & Beverage;FALSE;2133;68.00.00;M;;
Lu Hongyan;1300.00.00;China;Online games;Media & Entertainment;TRUE;2133;45.00.00;M;;
Lv Jianming;1300.00.00;China;Medical equipment;Healthcare;TRUE;2133;58.00.00;M;;
Blairo Maggi;1300.00.00;Brazil;Agribusiness;Food & Beverage;FALSE;2133;66.00.00;M;;
Yasseen Mansour;1300.00.00;Egypt;Diversified;Diversified;TRUE;2133;61.00.00;M;;
Charlwin Mao;1300.00.00;China;E-commerce;Fashion & Retail;TRUE;2133;;M;;
George Marcus;1300.00.00;United States;Real estate;Real Estate;TRUE;2133;81.00.00;M;;
Yves-Loic Martin;1300.00.00;France;Laboratory services;Healthcare;TRUE;2133;57.00.00;M;;
Carsten Maschmeyer;1300.00.00;Germany;Finance services;Finance & Investments;TRUE;2133;63.00.00;M;;
Lillian Teh Li Ming;1300.00.00;;Banking;Finance & Investments;FALSE;2133;;F;;
Martin Moller Nielsen;1300.00.00;Switzerland;Aircraft leasing;Logistics;TRUE;2133;58.00.00;M;;
Jahm Najafi;1300.00.00;United States;Investments;Finance & Investments;TRUE;2133;60.00.00;M;;
Randal Nardone;1300.00.00;United States;Investments, energy;Finance & Investments;TRUE;2133;67.00.00;M;;
Nguyen Dang Quang;1300.00.00;Vietnam;Consumer products, banking;Food & Beverage;TRUE;2133;59.00.00;M;;
Kazuo Okada;1300.00.00;Japan;Casinos;Gambling & Casinos;TRUE;2133;80.00.00;M;;
John Oyler;1300.00.00;United States;Biotech;Healthcare;TRUE;2133;55.00.00;M;;
William Teh Lee Pang;1300.00.00;;Banking;Finance & Investments;FALSE;2133;;M;;
George Pedersen & family;1300.00.00;United States;Defense contractor;Manufacturing;TRUE;2133;87.00.00;M;;
Qu Miranda;1300.00.00;China;E-commerce;Fashion & Retail;TRUE;2133;38.00.00;F;;
Jupally Rameshwar Rao;1300.00.00;India;Real estate;Real Estate;TRUE;2133;67.00.00;M;;
G. M. Rao;1300.00.00;India;Infrastructure;Logistics;TRUE;2133;72.00.00;M;;
P.V. Ramprasad Reddy;1300.00.00;India;Pharmaceuticals;Healthcare;TRUE;2133;65.00.00;M;;
Satish Reddy;1300.00.00;India;Pharmaceuticals;Healthcare;FALSE;2133;55.00.00;M;;
Fernando Roig;1300.00.00;Spain;Supermarkets;Fashion & Retail;FALSE;2133;75.00.00;M;;
Igor Rotenberg;1300.00.00;Russia;Investments, real estate;Diversified;TRUE;2133;49.00.00;M;;
Seifeddin Rustamov;1300.00.00;United States;Chemicals;Manufacturing;TRUE;2133;60.00.00;M;;
Deniz Sahenk;1300.00.00;Turkey;Diversified;Diversified;FALSE;2133;77.00.00;F;;
Nobutada Saji;1300.00.00;Japan;Beverages;Food & Beverage;FALSE;2133;77.00.00;M;;
Hajime Satomi;1300.00.00;Japan;Video games, pachinko;Gambling & Casinos;TRUE;2133;81.00.00;M;;
James Scapa;1300.00.00;United States;Software;Technology;TRUE;2133;66.00.00;M;;
Stephan Schnabel;1300.00.00;;Chemicals;Manufacturing;FALSE;2133;48.00.00;M;;
Devi Shetty;1300.00.00;India;Healthcare;Healthcare;TRUE;2133;70.00.00;M;;
Albert Shigaboutdinov;1300.00.00;Russia;Refinery, chemicals;Diversified;TRUE;2133;70.00.00;M;;
Diana Teh Li Shing;1300.00.00;;Banking;Finance & Investments;FALSE;2133;;F;;
Denis Shtengelov;1300.00.00;Australia;Food, retail;Food & Beverage;TRUE;2133;50.00.00;M;;
Song Fei;1300.00.00;China;Machinery;Manufacturing;TRUE;2133;56.00.00;M;;
Hal Steinbrenner;1300.00.00;United States;Sports;Sports;FALSE;2133;54.00.00;M;;
Jessica Steinbrenner;1300.00.00;United States;Sports;Sports;FALSE;2133;59.00.00;F;;
Jennifer Steinbrenner Swindal;1300.00.00;United States;Sports;Sports;FALSE;2133;63.00.00;F;;
Konstantin Strukov & family;1300.00.00;Russia;Gold, coal mining;Metals & Mining;TRUE;2133;64.00.00;M;;
Rustem Sulteev;1300.00.00;Russia;Refinery, chemicals;Energy;TRUE;2133;69.00.00;M;;
Clemens Toennies;1300.00.00;Germany;Meat processing;Food & Beverage;TRUE;2133;66.00.00;M;;
Robert Toennies;1300.00.00;Germany;Meat processing;Food & Beverage;FALSE;2133;44.00.00;M;;
John Van Lieshout;1300.00.00;Australia;Real estate;Real Estate;TRUE;2133;77.00.00;M;;
Pongsak Viddayakorn;1300.00.00;Thailand;Hospitals;Healthcare;TRUE;2133;89.00.00;M;;
Wang Jianguo;1300.00.00;China;Retail;Fashion & Retail;TRUE;2133;63.00.00;M;;
Junjin Wang;1300.00.00;China;Airline;Service;TRUE;2133;54.00.00;M;;
Wang Mingwang;1300.00.00;China;Electronics components;Manufacturing;TRUE;2133;55.00.00;M;;
Wei Lidong & family;1300.00.00;China;Software;Technology;TRUE;2133;47.00.00;M;;
Myron Wentz;1300.00.00;Cayman Islands;Health products;Fashion & Retail;TRUE;2133;83.00.00;M;;
Wu Xiaoge;1300.00.00;China;Battery components;Manufacturing;TRUE;2133;50.00.00;F;;
Wu Xushun & family;1300.00.00;China;Internet;Diversified;TRUE;2133;74.00.00;M;;
Xiong Xiaochuan;1300.00.00;China;Medical devices;Healthcare;TRUE;2133;57.00.00;M;;
Xu Shaochun;1300.00.00;China;Software;Technology;TRUE;2133;60.00.00;M;;
Yan Jane & family;1300.00.00;China;Software;Technology;TRUE;2133;53.00.00;F;;
Zeng Chaoyi;1300.00.00;China;Aluminum products;Manufacturing;TRUE;2133;54.00.00;M;;
Peng Zhao;1300.00.00;China;Online recruitment;Service;TRUE;2133;52.00.00;M;;
Zhao Tongtong;1300.00.00;Hong Kong;Hotels;Service;TRUE;2133;56.00.00;F;;
Kostyantin Zhevago;1300.00.00;Ukraine;Mining;Metals & Mining;TRUE;2133;49.00.00;M;;
